,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
2511,"10128,32,97,3,3104,6/6/2003 0:00,Shipped,2,6,2003,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2020-11-16,,,,,,,,,,,,,,,,,,,
2512,10142,43.0,84.01,9.0,3612.43,2020-11-17,Shipped,3.0,8.0,2003.0,Ships,86.0,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2513,"10153,31,87.48,8,2711.88,9/28/2003 0:00,Shipped,3,9,2003,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2020-11-18,,,,,,,,,,,,,,,,,,,
2514,10166,29.0,100.0,3.0,3013.97,2020-11-19,Shipped,4.0,10.0,2003.0,Ships,86.0,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Medium
2515,"10177,31,88.34,10,2738.54,11/7/2003 0:00,Shipped,4,11,2003,Ships,86,S700_1938,CAF Imports,+34 913 728 555,""Merchants House, 27-30 Merchant's Quay"",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small",,,,,2020-11-20,,,,,,,,,,,,,,,,,,,
2516,10185,30.0,94.4,10.0,2832.0,2020-11-21,Shipped,4.0,11.0,2003.0,Ships,86.0,S700_1938,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
2517,10196,50.0,94.4,2.0,4720.0,2020-11-22,Shipped,4.0,11.0,2003.0,Ships,86.0,S700_1938,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
2518,"10208,40,80.55,10,3222,1/2/2004 0:00,Shipped,1,1,2004,Ships,86,S700_1938,""Saveley & Henriot, Co."",78.32.5555,""2, rue du Commerce"",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium",,,,,2020-11-23,,,,,,,,,,,,,,,,,,,
2519,10221,23.0,97.0,4.0,2231.0,2020-11-24,Shipped,1.0,2.0,2004.0,Ships,86.0,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
2520,10232,26.0,88.34,7.0,2296.84,2020-11-25,Shipped,1.0,3.0,2004.0,Ships,86.0,S700_1938,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
2521,10248,40.0,100.0,13.0,4157.2,2020-11-26,Cancelled,2.0,5.0,2004.0,Ships,86.0,S700_1938,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium
2522,10273,21.0,100.0,14.0,2146.2,2020-11-27,Shipped,3.0,7.0,2004.0,Ships,86.0,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
2523,10282,43.0,86.61,2.0,3724.23,2020-11-28,Shipped,3.0,8.0,2004.0,Ships,86.0,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2524,10293,29.0,71.89,5.0,2084.81,2020-11-29,Shipped,3.0,9.0,2004.0,Ships,86.0,S700_1938,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
2525,"10306,38,91.81,10,3488.78,10/14/2004 0:00,Shipped,4,10,2004,Ships,86,S700_1938,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium",,,,,2020-11-30,,,,,,,,,,,,,,,,,,,
2526,10314,23.0,76.22,2.0,1753.06,2020-12-01,Shipped,4.0,10.0,2004.0,Ships,86.0,S700_1938,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
2527,10327,20.0,100.0,7.0,3469.2,2020-12-02,Resolved,4.0,11.0,2004.0,Ships,86.0,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
2528,10337,36.0,70.3,9.0,2530.8,2020-12-03,Shipped,4.0,11.0,2004.0,Ships,86.0,S700_1938,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small
2529,"10350,28,100,4,2924.32,12/2/2004 0:00,Shipped,4,12,2004,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2020-12-04,,,,,,,,,,,,,,,,,,,
2530,"10372,44,100,2,4496.8,1/26/2005 0:00,Shipped,1,1,2005,Ships,86,S700_1938,""Tokyo Collectables, Ltd"",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium",,,,,2020-12-05,,,,,,,,,,,,,,,,,,,
2531,10384,49.0,100.0,1.0,6397.44,2020-12-06,Shipped,1.0,2.0,2005.0,Ships,86.0,S700_1938,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
2532,10397,32.0,80.55,5.0,2577.6,2020-12-07,Shipped,1.0,3.0,2005.0,Ships,86.0,S700_1938,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
2533,10414,34.0,100.0,13.0,3533.62,2020-12-08,On Hold,2.0,5.0,2005.0,Ships,86.0,S700_1938,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium
2534,10106,30.0,100.0,16.0,3177.3,2020-12-09,Shipped,1.0,2.0,2003.0,Ships,90.0,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
2535,10119,29.0,94.14,7.0,2730.06,2020-12-10,Shipped,2.0,4.0,2003.0,Ships,90.0,S700_2047,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
2536,10131,22.0,85.99,8.0,1891.78,2020-12-11,Shipped,2.0,6.0,2003.0,Ships,90.0,S700_2047,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Small
2537,10143,26.0,100.0,11.0,2612.48,2020-12-12,Shipped,3.0,8.0,2003.0,Ships,90.0,S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
2538,"10155,32,91.43,9,2925.76,10/6/2003 0:00,Shipped,4,10,2003,Ships,90,S700_2047,""Toys of Finland, Co."",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small",,,,,2020-12-13,,,,,,,,,,,,,,,,,,,
2539,10167,29.0,100.0,5.0,2940.02,2020-12-14,Cancelled,4.0,10.0,2003.0,Ships,90.0,S700_2047,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
2540,10178,34.0,96.86,8.0,3293.24,2020-12-15,Shipped,4.0,11.0,2003.0,Ships,90.0,S700_2047,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
2541,"10186,24,99.57,5,2389.68,11/14/2003 0:00,Shipped,4,11,2003,Ships,90,S700_2047,""Double Decker Gift Stores, Ltd"",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small",,,,,2020-12-16,,,,,,,,,,,,,,,,,,,
2542,"10197,24,90.52,2,2172.48,11/26/2003 0:00,Shipped,4,11,2003,Ships,90,S700_2047,Enaco Distributors,(93) 203 4555,""Rambla de Catalu¤a, 23"",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small",,,,,2020-12-17,,,,,,,,,,,,,,,,,,,
2543,"10209,33,88.71,4,2927.43,1/9/2004 0:00,Shipped,1,1,2004,Ships,90,S700_2047,""Men 'R' US Retailers, Ltd."",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Small",,,,,2020-12-18,,,,,,,,,,,,,,,,,,,
2544,10222,26.0,100.0,8.0,2659.54,2020-12-19,Shipped,1.0,2.0,2004.0,Ships,90.0,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small
2545,10249,40.0,95.95,4.0,3838.0,2020-12-20,Shipped,2.0,5.0,2004.0,Ships,90.0,S700_2047,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,Medium
2546,"10262,44,94.14,13,4142.16,6/24/2004 0:00,Cancelled,2,6,2004,Ships,90,S700_2047,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2020-12-21,,,,,,,,,,,,,,,,,,,
2547,10274,24.0,90.52,5.0,2172.48,2020-12-22,Shipped,3.0,7.0,2004.0,Ships,90.0,S700_2047,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Small
2548,"10283,20,94.14,2,1882.8,8/20/2004 0:00,Shipped,3,8,2004,Ships,90,S700_2047,""Royal Canadian Collectables, Ltd."",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small",,,,,2020-12-23,,,,,,,,,,,,,,,,,,,
2549,"10296,34,100,11,3477.86,9/15/2004 0:00,Shipped,3,9,2004,Ships,90,S700_2047,""Bavarian Collectables Imports, Co."",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium",,,,,2020-12-24,,,,,,,,,,,,,,,,,,,
2550,"10307,34,97.76,5,3323.84,10/14/2004 0:00,Shipped,4,10,2004,Ships,90,S700_2047,""Classic Gift Ideas, Inc"",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium",,,,,2020-12-25,,,,,,,,,,,,,,,,,,,
2551,10316,45.0,93.24,13.0,4195.8,2020-12-26,Shipped,4.0,11.0,2004.0,Ships,90.0,S700_2047,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
2552,10328,41.0,100.0,9.0,4156.58,2020-12-27,Shipped,4.0,11.0,2004.0,Ships,90.0,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
2553,"10339,55,71.25,15,3918.75,11/23/2004 0:00,Shipped,4,11,2004,Ships,90,S700_2047,""Tokyo Collectables, Ltd"",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium",,,,,2020-12-28,,,,,,,,,,,,,,,,,,,
2554,10352,23.0,100.0,3.0,2352.67,2020-12-29,Shipped,4.0,12.0,2004.0,Ships,90.0,S700_2047,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Small
2555,"10361,24,45.39,14,1089.36,12/17/2004 0:00,Shipped,4,12,2004,Ships,90,S700_2047,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small",,,,,2020-12-30,,,,,,,,,,,,,,,,,,,
2556,"10373,32,84.41,15,2701.12,1/31/2005 0:00,Shipped,1,1,2005,Ships,90,S700_2047,""Oulu Toy Supplies, Inc."",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small",,,,,2020-12-31,,,,,,,,,,,,,,,,,,,
2557,"10386,29,85.76,13,2487.04,3/1/2005 0:00,Resolved,1,3,2005,Ships,90,S700_2047,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2021-01-01,,,,,,,,,,,,,,,,,,,
2558,10398,36.0,100.0,7.0,3910.32,2021-01-02,Shipped,1.0,3.0,2005.0,Ships,90.0,S700_2047,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
2559,10400,46.0,87.8,5.0,4038.8,2021-01-03,Shipped,2.0,4.0,2005.0,Ships,90.0,S700_2047,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
2560,"10415,32,95.95,4,3070.4,5/9/2005 0:00,Disputed,2,5,2005,Ships,90,S700_2047,""Australian Collectables, Ltd"",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium",,,,,2021-01-04,,,,,,,,,,,,,,,,,,,
2561,10106,34.0,100.0,9.0,3763.46,2021-01-05,Shipped,1.0,2.0,2003.0,Planes,99.0,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
2562,"10120,24,100,15,2584.8,4/29/2003 0:00,Shipped,2,4,2003,Planes,99,S700_2466,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small",,,,,2021-01-06,,,,,,,,,,,,,,,,,,,
2563,10131,40.0,100.0,1.0,4427.6,2021-01-07,Shipped,2.0,6.0,2003.0,Planes,99.0,S700_2466,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium
2564,10143,26.0,82.77,4.0,2152.02,2021-01-08,Shipped,3.0,8.0,2003.0,Planes,99.0,S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
2565,"10155,20,100,2,2353.4,10/6/2003 0:00,Shipped,4,10,2003,Planes,99,S700_2466,""Toys of Finland, Co."",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small",,,,,2021-01-09,,,,,,,,,,,,,,,,,,,
2566,10168,31.0,100.0,16.0,3431.39,2021-01-10,Shipped,4.0,10.0,2003.0,Planes,99.0,S700_2466,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
2567,10178,22.0,87.75,1.0,1930.5,2021-01-11,Shipped,4.0,11.0,2003.0,Planes,99.0,S700_2466,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
2568,10198,42.0,100.0,1.0,4774.56,2021-01-12,Shipped,4.0,11.0,2003.0,Planes,99.0,S700_2466,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
2569,"10210,26,99.72,14,2592.72,1/12/2004 0:00,Shipped,1,1,2004,Planes,99,S700_2466,Osaka Souveniers Co.,+81 06 6342 5555,""Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku"",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small",,,,,2021-01-13,,,,,,,,,,,,,,,,,,,
2570,10222,37.0,87.75,1.0,3246.75,2021-01-14,Shipped,1.0,2.0,2004.0,Planes,99.0,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium
2571,"10235,38,88.75,10,3372.5,4/2/2004 0:00,Shipped,2,4,2004,Planes,99,S700_2466,""Royal Canadian Collectables, Ltd."",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium",,,,,2021-01-15,,,,,,,,,,,,,,,,,,,
2572,10250,35.0,100.0,11.0,3909.15,2021-01-16,Shipped,2.0,5.0,2004.0,Planes,99.0,S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
2573,"10262,33,90.75,6,2994.75,6/24/2004 0:00,Cancelled,2,6,2004,Planes,99,S700_2466,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2021-01-17,,,,,,,,,,,,,,,,,,,
2574,"10275,39,100,16,4472.52,7/23/2004 0:00,Shipped,3,7,2004,Planes,99,S700_2466,La Rochelle Gifts,40.67.8555,""67, rue des Cinquante Otages"",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium",,,,,2021-01-18,,,,,,,,,,,,,,,,,,,
2575,"10284,45,100,8,4576.95,8/21/2004 0:00,Shipped,3,8,2004,Planes,99,S700_2466,""Norway Gifts By Mail, Co."",+47 2212 1555,""Drammensveien 126 A, PB 744 Sentrum"",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium",,,,,2021-01-19,,,,,,,,,,,,,,,,,,,
2576,"10296,24,100,4,2441.04,9/15/2004 0:00,Shipped,3,9,2004,Planes,99,S700_2466,""Bavarian Collectables Imports, Co."",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small",,,,,2021-01-20,,,,,,,,,,,,,,,,,,,
2577,10308,35.0,88.75,14.0,3106.25,2021-01-21,Shipped,4.0,10.0,2004.0,Planes,99.0,S700_2466,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium
2578,10316,23.0,100.0,6.0,2706.41,2021-01-22,Shipped,4.0,11.0,2004.0,Planes,99.0,S700_2466,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
2579,10328,37.0,100.0,10.0,4021.53,2021-01-23,Shipped,4.0,11.0,2004.0,Planes,99.0,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
2580,"10340,55,87.75,7,4826.25,11/24/2004 0:00,Shipped,4,11,2004,Planes,99,S700_2466,Enaco Distributors,(93) 203 4555,""Rambla de Catalu¤a, 23"",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium",,,,,2021-01-24,,,,,,,,,,,,,,,,,,,
2581,10352,49.0,100.0,2.0,4935.28,2021-01-25,Shipped,4.0,12.0,2004.0,Planes,99.0,S700_2466,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Medium
2582,"10361,26,100,9,2754.7,12/17/2004 0:00,Shipped,4,12,2004,Planes,99,S700_2466,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small",,,,,2021-01-26,,,,,,,,,,,,,,,,,,,
2583,"10375,33,100,1,3856.71,2/3/2005 0:00,Shipped,1,2,2005,Planes,99,S700_2466,La Rochelle Gifts,40.67.8555,""67, rue des Cinquante Otages"",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium",,,,,2021-01-27,,,,,,,,,,,,,,,,,,,
2584,"10386,37,83.84,14,3102.08,3/1/2005 0:00,Resolved,1,3,2005,Planes,99,S700_2466,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2021-01-28,,,,,,,,,,,,,,,,,,,
2585,10398,22.0,86.76,8.0,1908.72,2021-01-29,Shipped,1.0,3.0,2005.0,Planes,99.0,S700_2466,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
2586,10401,85.0,88.75,10.0,7543.75,2021-01-30,On Hold,2.0,4.0,2005.0,Planes,99.0,S700_2466,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Large
2587,10416,22.0,100.0,11.0,2457.18,2021-01-31,Shipped,2.0,5.0,2005.0,Planes,99.0,S700_2466,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
2588,10105,31.0,65.77,3.0,2038.87,2021-02-01,Shipped,1.0,2.0,2003.0,Ships,72.0,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
2589,10119,38.0,65.77,12.0,2499.26,2021-02-02,Shipped,2.0,4.0,2003.0,Ships,72.0,S700_2610,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
2590,"10129,45,85.29,3,3838.05,6/12/2003 0:00,Shipped,2,6,2003,Ships,72,S700_2610,""Stylish Desk Decors, Co."",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium",,,,,2021-02-03,,,,,,,,,,,,,,,,,,,
2591,10143,31.0,85.29,16.0,2643.99,2021-02-04,Shipped,3.0,8.0,2003.0,Ships,72.0,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
2592,10154,36.0,64.33,1.0,2315.88,2021-02-05,Shipped,4.0,10.0,2003.0,Ships,72.0,S700_2610,Boards & Toys Co.,3105552373,4097 Douglas Av.,,Glendale,CA,92561,USA,,Young,Leslie,Small
2593,10167,46.0,70.11,10.0,3225.06,2021-02-06,Cancelled,4.0,10.0,2003.0,Ships,72.0,S700_2610,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
2594,"10177,32,76.62,1,2451.84,11/7/2003 0:00,Shipped,4,11,2003,Ships,72,S700_2610,CAF Imports,+34 913 728 555,""Merchants House, 27-30 Merchant's Quay"",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small",,,,,2021-02-07,,,,,,,,,,,,,,,,,,,
2595,10185,39.0,57.82,1.0,2254.98,2021-02-08,Shipped,4.0,11.0,2003.0,Ships,72.0,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small
2596,"10197,50,78.79,7,3939.5,11/26/2003 0:00,Shipped,4,11,2003,Ships,72,S700_2610,Enaco Distributors,(93) 203 4555,""Rambla de Catalu¤a, 23"",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium",,,,,2021-02-09,,,,,,,,,,,,,,,,,,,
2597,"10208,46,74.45,1,3424.7,1/2/2004 0:00,Shipped,1,1,2004,Ships,72,S700_2610,""Saveley & Henriot, Co."",78.32.5555,""2, rue du Commerce"",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium",,,,,2021-02-10,,,,,,,,,,,,,,,,,,,
2598,10222,36.0,80.95,13.0,2914.2,2021-02-11,Shipped,1.0,2.0,2004.0,Ships,72.0,S700_2610,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small
2599,10233,29.0,82.4,1.0,2389.6,2021-02-12,Shipped,1.0,3.0,2004.0,Ships,72.0,S700_2610,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small
2600,10248,32.0,75.89,4.0,2428.48,2021-02-13,Cancelled,2.0,5.0,2004.0,Ships,72.0,S700_2610,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
2601,10261,44.0,68.67,2.0,3021.48,2021-02-14,Shipped,2.0,6.0,2004.0,Ships,72.0,S700_2610,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
2602,10273,42.0,62.16,5.0,2610.72,2021-02-15,Shipped,3.0,7.0,2004.0,Ships,72.0,S700_2610,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
2603,"10283,47,65.77,7,3091.19,8/20/2004 0:00,Shipped,3,8,2004,Ships,72,S700_2610,""Royal Canadian Collectables, Ltd."",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium",,,,,2021-02-16,,,,,,,,,,,,,,,,,,,
2604,10295,44.0,58.55,2.0,2576.2,2021-02-17,Shipped,3.0,9.0,2004.0,Ships,72.0,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small
2605,"10306,43,75.17,1,3232.31,10/14/2004 0:00,Shipped,4,10,2004,Ships,72,S700_2610,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium",,,,,2021-02-18,,,,,,,,,,,,,,,,,,,
2606,10316,48.0,74.45,18.0,3573.6,2021-02-19,Shipped,4.0,11.0,2004.0,Ships,72.0,S700_2610,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
2607,10327,21.0,96.31,1.0,2022.51,2021-02-20,Resolved,4.0,11.0,2004.0,Ships,72.0,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
2608,"10339,50,74.35,9,3717.5,11/23/2004 0:00,Shipped,4,11,2004,Ships,72,S700_2610,""Tokyo Collectables, Ltd"",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium",,,,,2021-02-21,,,,,,,,,,,,,,,,,,,
2609,"10350,29,75.35,12,2185.15,12/2/2004 0:00,Shipped,4,12,2004,Ships,72,S700_2610,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2021-02-22,,,,,,,,,,,,,,,,,,,
2610,"10373,41,70.33,16,2883.53,1/31/2005 0:00,Shipped,1,1,2005,Ships,72,S700_2610,""Oulu Toy Supplies, Inc."",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small",,,,,2021-02-23,,,,,,,,,,,,,,,,,,,
